sno	Title	Headline	ShortDesc	Category	Location	Country	US	Distance	Count_update	Count_comment	Count_funder	Count_photo	Amount_goal	Amount_Raised	Amount_currency	Ratio	Time_Left	Current	Type	Start_year	Start_month	Start_day	End_year	End_month	End_day	Duration	Min_perk	No_min_perk	Max_perk	No_max_perk	Median_perk	No_med_perk	Total_perk	FB_like	FB_talking	Tweet_follow	Tweet_status	Youtube_avg_duration	Youtube_avg_view_count	Youtube_avg_rating
423	linuxo0ndroid-device-fund	Linuxo0ndroid Device Fund	Fund raiser to get Android Devices for the Devs of LoA!	Technology	Colchester, United Kingdom	United Kingdom	0	0	3	23	35		1500	616	SD 	0.4106666667	0	1	 Flexible Funding 	2012	8	26	2012	9	25	2592000	10	8	150	0	47.5	0	4	0	0	0	0	0	0	0
424	xiobots-easy-to-use-devices-to-monitor-and-control-your-world		Monitor and control your home or facility — operate and automate everything from your PC, smartphone, or the Internet with wireless Xiobots.	Technology	Agoura Hills, California, United States	United States	0	0	7	1	3		50000	615	SD 	0.0123	0	1	 Fixed Funding 	2013	9	17	2013	11	16	5184000	25	0	275	0	90	0	20	2	0	0	0	0	0	0
425	born-to-block	BORN TO BLOCK!	Revolutio0ry Basketball Practice/Training Device	Technology	Dahlonega, Georgia, United States	United States	0	0	0	10	9		30000	615	SD 	0.0205	0	1	 Flexible Funding 	2011	9	21	2011	11	19	5097600	15	1	10000	0	100	4	7	0	0	0	0	921.8	3221.1	4.580355785
426	robochek-life-sentry-project	Robochek life sentry project	Robochek is a service which makes up to 3 contact attempts per day to make sure our subscribers are ok. If they don't answer, Robochek emails   calls for help.	Technology	Chapala, Mexico	Mexico	0	0	2	6	8	8	50000	615	SD 	0.0123	0	1	 Flexible Funding 	2013	3	6	2013	5	5	5184000	10	1	5000	0	100	2	7	0	0	0	0	3848.5263157895	428312.842105263	4.7520503632
427	nutricrystal-bluetooth-smart-ready-food-scale	NutriCrystal - Bluetooth Smart Ready Food Scale	NutriCrystal helps you to track your daily nutrients intake.	Technology	Vancouver, British Columbia, Ca0da	Ca0da	0	0	11	9	11	1	25000	612	SD 	0.02448	0	1	 Flexible Funding 	2013	8	26	2013	10	10	3888000	1	2	7999	0	129	0	6	2184	75	0	0	0	0	0
428	--723	0	0	Technology	x, Peru	Peru	0	0	1	2	14		4000	610	SD 	0.1525	0	1	 Flexible Funding 	2011	12	7	2012	2	11	5702400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	charity-engine--2	Charity Engine	The app which can save the world.	Technology	Manchester, United Kingdom	United Kingdom	0	0	0	12	22	1	30000	610	SD 	0.0203333333	0	1	 Flexible Funding 	2012	6	17	2012	7	17	2592000	5	4	10000	0	175	0	10	0	0	0	0	0	0	0
430	interdiscipli0ry-knowledge-exchange	Interdiscipli0ry Knowledge Exchange	A global project of unified knowledge network   exchange, realized owing to the bigRing KM semantic technologies.	Technology	Bratislava, Slovakia	Slovakia	0	0	7	4	6	2	810000	610	UR 	0.0007530864	0	1	 Flexible Funding 	2013	5	31	2013	7	22	4492800	2	1	2	1	2	1	8	0	0	0	0	0	0	0
431	the-greatest-carrera-slotracing-racecourse-of-the-world-in-frankfurt-germany		help us to realize the greatest Slotracing-Racecourse of the world for childrens-birthdays, school trips, sponsor-events, championchips, tv-events and much more	Technology	Frankfurt/Main, Germany	Germany	0	0	0	4	6	4	80000	610	UR 	0.007625	0	1	 Flexible Funding 	2013	9	30	2013	11	22	4579200	2	1	2	1	2	1	11	22	0	0	0	0	0	0
432	putting-equality-on-the-map-the-institute-for-conscious-global-change		We are raising money to virtually  develop the 49 Least Developed Countries starting with Haiti.	Technology	New York, New York, United States	United States	0	0	1	10	6	2	250000	610	SD 	0.00244	0	1	 Flexible Funding 	2012	11	2	2012	12	3	2678400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	safe-affordable-storage-of-photos-without-gimmicks	Safe affordable storage of photos without gimmicks	We provide an affordable photo storage solution at $5 a year, but we need to build it out and increase upload speeds to make it ready for general consumption.	Technology	Seattle, Washington, United States	United States	0	0	3	5	3	5	100000	610	SD 	0.0061	0	1	 Fixed Funding 	2013	9	12	2013	10	31	4233600	10	1	100	2	25	0	3	1	0	0	0	0	0	0
434	no-more-user0mes-and-passwords-ever-again	No More User0mes and Passwords Ever Again	The world's only apps featuring fingerprint biometrics on your mobile device using NO additio0l hardware.	Technology	Birmingham, Alabama, United States	United States	0	0	3	7	18	1	50000	609	SD 	0.01218	0	1	 Flexible Funding 	2013	5	29	2013	6	28	2592000	2	0	10000	0	55	2	13	0	0	0	0	0	0	0
435	impressto	Impressto	A Creative Storefront Community!	Technology	Orlando, Florida, United States	United States	0	0	0	13	19	11	2500	605	SD 	0.242	0	1	 Flexible Funding 	2011	2	1	2011	6	1	10368000	10	3	100	0	37.5	0	4	0	0	0	0	0	0	0
436	ishortcut-expand-your-iphone-ipad-memory-storage-with-usb-thumb-drive		iShortcut is a portable device that allows you to expand your iOS device memory using inexpensive USB thumb drives.	Technology	Shenzhen, Chi0	Chi0	0	0	1	9	10	2	40000	605	SD 	0.015125	0	1	 Flexible Funding 	2013	1	25	2013	3	16	4320000	1	0	279	0	79	0	6	0	0	0	0	143	532.5	2.5
437	ipad-mini-in-wall-dock	iPad mini in-wall dock	The world’s first affordable stylish in-wall docking and charging iPad Mini device.	Technology	Nesher, Israel	Israel	0	0	0	1	7		18000	604	SD 	0.0335555556	0	1	 Fixed Funding 	2013	9	9	2013	11	8	5184000	5	1	790	0	272	0	4	0	0	0	0	0	0	0
438	mi-alerts-app-sensor-notifies-you-when-your-car-is-hit		Monitor the most important things in your life from one central location...your mobile device!	Technology	New York, New York, United States	United States	0	0	0	9	4	3	90000	603	SD 	0.0067	0	1	 Flexible Funding 	2013	4	22	2013	6	7	3974400	49	1	9999	0	199	0	11	4183	0	0	0	0	0	0
439	the-guardhouse-people-s-insurance-exchange	The Guardhouse People's Insurance Exchange	We're raising money to develop an APP to change the way America buys insurance.  ...Impressed?  Wait until you read our campaign write-up.	Technology	Washington, District of Columbia, United States	United States	0	0	0	5	3	2	53000	602	SD 	0.0113584906	0	1	 Flexible Funding 	2013	4	20	2013	5	30	3456000	2	0	5000	0	100	0	10	0	0	0	0	0	0	0
440	travelsurf-the-new-smart-way-to-book-travel	Travelsurf - The new, smart way to book travel	1st   only portal offering full transparency on hotel details, brand, location, price; and real, instant negotiations.	Technology	Foster City, California, United States	United States	0	0	7	15	12	2	100000	601	SD 	0.00601	0	1	 Flexible Funding 	2013	9	18	2013	11	1	3801600	5	3	500	0	125	0	11	3339	1	0	0	0	0	0
441	hificube-perso0lized-bluetooth-speaker	HiFiCube: Perso0lized Bluetooth Speaker	Pair your favorite music and artwork with these one-of-a-kind bluetooth speakers. Superior sound and ground-breaking graphic quality!	Technology	Tucson, Arizo0, United States	United States	0	0	1	6	11		39000	601	SD 	0.0154102564	0	1	 Flexible Funding 	2013	10	1	2013	10	30	2505600	5	0	5000	0	79	0	13	0	0	0	0	317.8333333333	2114486.33333333	3.6247880333
442	spell-airwriting-smartwatch	Spell: Airwriting Smartwatch	Spell is the smartwatch that connects to iOS 4S+ and Android 4.3+ devices, receives notifications and writes your responses. Airwrite it, right here!	Technology	Cuneo, Italy	Italy	0	0	0	10	6		30000	600	SD 	0.02	10	1	 Fixed Funding 	2013	11	4	2013	12	14	3456000	100	2	100	2	100	2	1	0	0	0	0	0	0	0
443	perso0l-single-helicopter	Perso0l Single Helicopter	Developing an a new awesome, affordable, comfortable, and incredibly efficient all at the same type perso0l Helicopter for leisure and security services.	Technology	Capelle aan den IJssel, Netherlands	Netherlands	0	0	4	9	5	7	150000	600	UR 	0.004	0	1	 Flexible Funding 	2013	3	22	2013	5	21	5184000	2	3	2	3	2	3	6	0	0	0	0	0	0	0
444	paw-pc	Paw-PC	Move your entire desktop to the cloud! Allows access wherever you have an internet connection and on most devices. The computer that's man's best friend!	Technology	Denver, Colorado, United States	United States	0	0	3	8	9	3	8500	600	SD 	0.0705882353	0	1	 Flexible Funding 	2012	6	17	2012	8	1	3888000	1	0	7500	0	40	0	11	0	0	0	0	0	0	0
445	phone-and-tablet-full-body-print-technique-improvement-factory-and-webstore		We want to install factory and implement our webstore, so we can print in full body of phone and tablet cases with our improved sublimation technique.	Technology	Lisboa, Portugal	Portugal	0	0	2	4	9		50000	600	UR 	0.012	0	1	 Flexible Funding 	2013	7	24	2013	9	22	5184000	2	1	2	1	2	1	4	0	0	0	0	0	0	0
446	circuit-bending-at-re-happening-2012	Circuit Bending at Re HAPPENING 2012	Help Madison get the tools, materials and toys to take the next step in a circuit bending performance at this years {Re} HAPPENING.	Technology	Asheville, North Caroli0, United States	United States	0	0	3	16	20	1	600	600	SD 	1	0	1	 Flexible Funding 	2012	3	1	2012	3	31	2592000	10	6	250	0	62.5	0	4	0	0	0	0	0	0	0
447	the-lightbox	The Lightbox	No more stumbling around looking for light switches. Lightbox creates sensor-driven, custom lighting. Anywhere.	Technology	Needham, Massachusetts, United States	United States	0	0	0	2	11		650	600	SD 	0.9230769231	0	1	 Fixed Funding 	2013	1	15	2013	2	6	1900800	10	0	50	1	35	0	4	0	0	0	0	0	0	0
448	guru-sig0l	Guru Sig0l	Guru Sig0l is a way for indy contractors to connect to local clients quickly and securely. It's Cheap fast and Local. It's Crowd IT. Join the Revolution.	Technology	Portland, Oregon, United States	United States	0	0	1	3	2		10000	600	SD 	0.06	0	1	 Flexible Funding 	2011	7	18	2011	8	17	2592000	1	0	10000	0	500	1	5	0	0	0	0	0	0	0
449	white-hot-report-super-cool-mobile-app-for-iphone-and-android-phones		WHITE HOT REPORT...everything that is WHITEHOT, and the very best. PLEASE watch our movie!	Technology	Waukesha, Wisconsin, United States	United States	0	0	1	9	8	1	19260	600	SD 	0.031152648	0	1	 Flexible Funding 	2013	3	1	2013	4	20	4320000	5	2	10000	0	100	0	11	0	0	0	0	307	212	5
450	hacbs-cyber-bully-firewall	HACBS: Cyber Bully Firewall	Let's actually stop cyber bullying on social media networks.  HACBS integrates with social media to protect you from cyber bullies.	Technology	Ottawa, Ontario, Ca0da	Ca0da	0	0	3	23	11	5	500000	600	SD 	0.0012	0	1	 Flexible Funding 	2012	10	19	2013	1	17	7776000	2	0	10000	0	182.5	0	12	0	0	0	0	0	0	0
451	creating-renewable-energy-for-high-schools	Creating Renewable Energy for High Schools	Building wind turbines on top of the high school I attend to reduce environmental impact.	Technology	Vancouver, Washington, United States	United States	0	0	3	6	8	2	600	600	SD 	1	0	1	 Flexible Funding 	2012	11	13	2012	12	13	2592000	10	1	300	0	75	0	6	0	0	0	0	0	0	0
452	j-utzon-design-syndey-opera-house-wireless-streaming-digtial-radio		Zeniq has made this DAB+ radio. Now it's time to follow with technology and make it wireless with an application to accommodate 2013s consumer's needs.	Technology	Hong Kong, Hong Kong	Hong Kong	0	0	0	8	3	4	50000	597	SD 	0.01194	0	1	 Flexible Funding 	2013	2	20	2013	4	21	5184000	10	0	199	3	55	0	5	0	0	0	0	0	0	0
453	the-shipinspace-48-passengers-suborbital-module	The SHIPinSPACE 48 Passengers Suborbital Module	SHIPinSPACE has developed a new Suborbital Vehicle, the largest Manned Space Vehicle fully based on the decoupling structures technology.	Technology	London and Turin, Italy	Italy	0	0	2	5	5	12	100000	596	UR 	0.00596	0	1	 Flexible Funding 	2013	4	23	2013	6	7	3888000	2	0	2	0	2	0	6	0	0	0	0	0	0	0
454	the-george-project--2	The George Project	George is a social sharing tool that reads online content and connects people with the issues they care about.	Technology	Brooklyn, New York, United States	United States	0	0	0	4	9		40000	595	SD 	0.014875	0	1	 Flexible Funding 	2013	9	25	2013	11	24	5184000	10	0	5000	0	175	0	8	0	0	0	0	111	2	0
455	pocket-stabilizer-for-iphones-or-small-cameras	Pocket Stabilizer For iPhones or Small Cameras	The ultimate pocket gadget for small cameras, iPhone, and camera phones!	Technology	Hendersonville, Tennessee, United States	United States	0	0	1	3	15	1	12000	595	SD 	0.0495833333	0	1	 Flexible Funding 	2013	8	23	2013	9	6	1209600	25	11	360	0	70	4	3	321	0	0	0	147.6	513.2	1.73333334
456	social-cops-the-coming-of-the-new-world-order	Social Cops:The coming of the New World Order	An Open Web and Mobile platform where Citizens, NGOs and City Councils come together to solve civic problems around you.	Technology	New Delhi, India	India	0	0	11	33	13	14	50000	594	SD 	0.01188	0	1	 Flexible Funding 	2012	9	7	2012	11	24	6739200	1	1	1000	0	50	2	7	11053	59	0	0	0	0	0
457	logicgem-free-web-version	LogicGem: Free Web Version	Help bring the popular logic processor LogicGem to the web as a FREE web application.	Technology	Yucca Valley, California, United States	United States	0	0	3	3	6	1	39000	594	SD 	0.0152307692	0	1	 Flexible Funding 	2013	8	2	2013	10	1	5184000	10	0	5000	0	198	0	9	0	0	0	0	0	0	0
458	stop-internet-predators-photos-posted-online-can-lead-a-predator-straightto-you		PhotoShield protects you from Web Predators by removing all GPS tracking and perso0l data from photos/videos you post online.  Check out these videos.	Technology	Alpharetta, United States	United States	0	0	4	10	55	11	75000	589	SD 	0.0078533333	0	1	 Flexible Funding 	2013	7	24	2013	9	7	3888000	5	5	2000	0	80	0	8	230	1	0	0	152	50.5	2.5
459	coast-to-coast-with-no-charge	Coast to Coast with no Charge	Develop a working prototype of the EVC-1 a self reliant electric vehicle that maintains a constant power/charge with no need for plugs via the battery.	Technology	Salisbury, North Caroli0, United States	United States	0	0	12	11	21	6	15000	586	SD 	0.0390666667	0	1	 Flexible Funding 	2012	8	16	2012	11	14	7776000	1	16	20	0	10.5	0	2	0	0	0	0	237.0666666667	9057248.73333333	4.78235414
460	arduimu-camera-gimbal-stabilizer	ArduIMU Camera Gimbal Stabilizer	To create an open source camera gimbal stabilizer using an ArduIMU v3	Technology	Perth, Australia	Australia	0	0	0	12	13		5000	585	SD 	0.117	0	1	 Flexible Funding 	2012	3	12	2012	5	11	5184000	10	8	2100	0	225	0	5	0	0	0	0	0	0	0
461	testsoup	TestSoup	Learning and succeeding made easier with the world's largest online and mobile test prep library. Learn, study, and practice for any test with our app.	Technology	Manchester, New Hampshire, United States	United States	0	0	0	6	16	5	50000	585	SD 	0.0117	0	1	 Flexible Funding 	2013	8	27	2013	10	26	5184000	5	4	243	0	31.5	0	6	245	1	0	0	0	0	0
462	blockie-io-visual-web-coding	Blockie.io: Visual web coding	Don't want to code? Visually create your logic instead.	Technology	Stockholm, Sweden	Sweden	0	0	0	7	15	1	65000	674	SD 	0.0103692308	27	1	 Flexible Funding 	2013	11	14	2013	12	31	4060800	1	3	10000	0	129	1	9	162	6	0	0	152	722	5
463	pic-i-photo-jour0lism-of-places	Pic-i - Photo Jour0lism of places	Pic-i is an application passio0te on your Photo Jour0lism of places!!!	Technology	Jaco, Costa Rica	Costa Rica	0	0	15	6	16		75000	581	SD 	0.0077466667	0	1	 Flexible Funding 	2013	4	26	2013	6	14	4233600	1	0	7000	0	125	0	8	0	0	0	0	0	0	0
464	jupiter-s-motoshare-is-zipcar-for-motorcycles	Jupiter's MotoShare is ZipCar for Motorcycles	"Jupiter's is a motorcycle sharing service and in 2013, we will launch ""remote access"" for motorcycles - similar to that of ZipCar."	Technology	New York, New York, United States	United States	0	0	0	4	10	3	10000	580	SD 	0.058	0	1	 Flexible Funding 	2013	1	17	2013	2	16	2592000	25	8	6500	0	875	0	4	0	0	0	0	0	0	0
465	voltx-2-0	VoltX 2.0	VoltX is a remotely tracked operated vehicle that is a game changer in search and rescue robotics	Technology	Minneapolis, Minnesota, United States	United States	0	0	4	10	9		3900	580	SD 	0.1487179487	0	1	 Flexible Funding 	2013	8	6	2013	9	5	2592000	5	0	200	1	50	2	5	0	0	0	0	0	0	0
466	social-shopping-app-giving-a-boost-to-small-businesses		A social shopping web   mobile app combining daily deals and online food delivery...aiming to stimulate local economies and grow small businesses	Technology	Hoboken, New Jersey, United States	United States	0	0	0	4	12	4	8000	580	SD 	0.0725	0	1	 Flexible Funding 	2012	10	29	2012	12	13	3888000	5	1	25000	0	62.5	0	12	0	0	0	0	0	0	0
467	usb-rom-nexus-7-2013	USB ROM Nexus 7 2013	This project has been canceled	Technology	Düsseldorf, Germany	Germany	0	0	0	8	17		2000	580	UR 	0.29	0	1	 Fixed Funding 	2013	10	2	2013	11	1	2592000	2	10	2	10	2	10	3	0	0	0	0	0	0	0
468	the-condiment-capsule-squeze	The Condiment Capsule, SQUEZE	Nothing Wasted, Everything Gained	Technology	Binghamton, New York, United States	United States	0	0	41	18	6	34	45000	580	SD 	0.0128888889	0	1	 Flexible Funding 	2011	2	24	2011	4	25	5184000	5	0	350	1	50	0	7	0	0	0	0	0	0	0
469	go-300-miles-on-gas-from-water	Go 300 miles on gas from water!	Maynex H2-Flex hydrogen hybrid kit turns water into 100% H2 gas.	Technology	Corvington, Georgia, United States	United States	0	0	2	20	7	4	25000	577	SD 	0.02308	0	1	 Flexible Funding 	2012	10	30	2012	11	29	2592000	1	4	45500	0	1724.5	0	8	0	0	0	0	777.7894736842	113448.210526316	4.3681311895
470	zero-friction-mouse	Zero friction mouse	It´s the best FPS gaming mouse ever.Es el mejor mouse gamer para FPS jamás visto.	Technology	Buenos Aires, Argenti0	Argenti0	0	0	0	18	10	5	5000	575	SD 	0.115	0	1	 Flexible Funding 	2012	10	11	2012	11	10	2592000	20	3	130	1	75	0	2	9674	3	0	0	60	236.5	5
471	can-i-get-to-wwdc-2013	Can I get to WWDC 2013?	Please help me get to WWDC...I've won an Apple Scholarship ticket, but I'm a 17-year old student in the UK, and have to fund the trip myself...	Technology	Newcastle, United Kingdom	United Kingdom	0	0	0	6	14		2000	575	BP 	0.2875	0	1	 Flexible Funding 	2013	5	18	2013	6	9	1900800	2	2	2	2	2	2	4	0	0	0	0	0	0	0
472	rmdk-dad-app-for-android	RMDK Dad App for ANDROID	Help us create and market the RMDK Dad App for Android and other mobile platforms.	Technology	Minneapolis, Minnesota, United States	United States	0	0	1	5	9	2	2500	570	SD 	0.228	0	1	 Flexible Funding 	2012	7	18	2012	9	16	5184000	10	1	1000	0	62.5	0	4	0	0	0	0	0	0	0
473	urban-cloud-shape-the-future	Urban Cloud - Shape The Future	A next generation social network, one that will change the world, give people a voice, and revolutionise social media	Technology	London, United Kingdom	United Kingdom	0	0	0	10	15	7	200000	570	SD 	0.00285	0	1	 Flexible Funding 	2013	6	11	2013	7	28	4060800	3	2	2500	0	190	0	12	14310	29	0	0	66.6666666667	1082	3.142857
474	please-help-me-make-this-product-a-success	Please help me make this product a success!	A fantastic music tagging program that saves people time and effort editing music tags and re-0ming file 0mes for their digital music collection.	Technology	Montreal, Quebec, Ca0da	Ca0da	0	0	9	11	11	8	15000	570	SD 	0.038	0	1	 Flexible Funding 	2012	8	8	2012	9	24	4060800	5	0	500	0	37.5	0	6	0	0	0	0	0	0	0
